Country Name,Country Code,Time,Time Code,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e) [EN.GHG.CO2.MT.CE.AR5],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]"
Lebanon,LBN,2001,YR2001,16.5164,11817.9305012844,4401918
Lebanon,LBN,2002,YR2002,16.4638,12053.8341563826,4463504
Lebanon,LBN,2003,YR2003,16.4687,12272.3440677497,4525508
Lebanon,LBN,2004,YR2004,16.6883,12882.0757995163,4599279
Lebanon,LBN,2005,YR2005,16.5738,13024.6648924956,4671102
Lebanon,LBN,2006,YR2006,16.1321,13003.680803908,4751136
Lebanon,LBN,2007,YR2007,14.9461,13941.5614244767,4844118
Lebanon,LBN,2008,YR2008,18.3102,14955.1413563252,4925354
Lebanon,LBN,2009,YR2009,21.5577,16264.3506182706,4992287
Lebanon,LBN,2010,YR2010,20.6572,17390.7584012958,5041288
Lebanon,LBN,2011,YR2011,20.9802,17353.1960845294,5096020
Lebanon,LBN,2012,YR2012,23.4349,17323.3013764282,5235742
Lebanon,LBN,2013,YR2013,23.1026,16396.4969302163,5743436
Lebanon,LBN,2014,YR2014,24.9675,15205.873265402,6346990
Lebanon,LBN,2015,YR2015,26.9034,14980.020515614,6472469
Lebanon,LBN,2016,YR2016,27.8638,15572.3611739774,6323060
Lebanon,LBN,2017,YR2017,29.2947,16128.5838196051,6160128
Lebanon,LBN,2018,YR2018,27.4918,16290.0516478592,5984119
Lebanon,LBN,2019,YR2019,27.0023,15659.5661040012,5794594
Lebanon,LBN,2020,YR2020,21.8187,12507.4366368078,5702398
Lebanon,LBN,2021,YR2021,16.8591,11599.7755083765,5718122
Lebanon,LBN,2022,YR2022,16.8712,11474.7505845558,5744489
Lebanon,LBN,2023,YR2023,17.3321,..,5773493
Lesotho,LSO,1992,YR1992,0.1152,1571.8270420314,1873274
Lesotho,LSO,1993,YR1993,0.1114,1602.59633239095,1901793
Lesotho,LSO,1994,YR1994,0.1214,1675.5977232422,1927707
Lesotho,LSO,1995,YR1995,0.1246,1709.69433512939,1951437
Lesotho,LSO,1996,YR1996,0.1292,1786.182290166,1972418
Lesotho,LSO,1997,YR1997,0.1293,1837.69657049966,1988130
Lesotho,LSO,1998,YR1998,0.1266,1856.69078488714,1998049
Lesotho,LSO,1999,YR1999,0.1303,1860.70052178612,2003234
Lesotho,LSO,2000,YR2000,0.3537,1932.15793223415,2003913
Lesotho,LSO,2001,YR2001,0.3628,2004.03350215955,2000853
Lesotho,LSO,2002,YR2002,0.3832,2024.78727304864,1994679
Lesotho,LSO,2003,YR2003,0.3888,2127.37302160132,1985059
Lesotho,LSO,2004,YR2004,0.4068,2178.66474674332,1971129
Lesotho,LSO,2005,YR2005,0.4084,2275.01614419256,1953076
Lesotho,LSO,2006,YR2006,0.4185,2381.02024562073,1945063
Lesotho,LSO,2007,YR2007,0.5347,2470.31462127885,1953268
Lesotho,LSO,2008,YR2008,0.4385,2589.16635854686,1966541
Lesotho,LSO,2009,YR2009,0.5137,2538.19341751854,1980883
Lesotho,LSO,2010,YR2010,0.5248,2651.37804898226,1996251
Lesotho,LSO,2011,YR2011,0.5493,2749.31958166573,2014009
Lesotho,LSO,2012,YR2012,0.5845,2894.22705048142,2034354
Lesotho,LSO,2013,YR2013,0.5888,2914.37515966739,2056504
Lesotho,LSO,2014,YR2014,0.6008,2930.61724036206,2080089
Lesotho,LSO,2015,YR2015,0.5916,2986.95866729879,2104611
Lesotho,LSO,2016,YR2016,0.6512,3057.26091568162,2130422
Lesotho,LSO,2017,YR2017,0.7043,2924.68096193272,2157110
Lesotho,LSO,2018,YR2018,0.6899,2846.41828124649,2183603
Lesotho,LSO,2019,YR2019,0.7388,2773.28639887236,2209405
Lesotho,LSO,2020,YR2020,0.7759,2517.11041897944,2235727
Lesotho,LSO,2021,YR2021,0.7894,2544.78249551214,2261542
Lesotho,LSO,2022,YR2022,0.8518,2577.54544127769,2286110
Lesotho,LSO,2023,YR2023,0.8783,2595.82952310453,2311472
Liberia,LBR,1992,YR1992,0.2306,1115.03770816852,2072461
Liberia,LBR,1993,YR1993,0.2471,718.683238814764,2155126
Liberia,LBR,1994,YR1994,0.2464,563.640361196647,2149928
Liberia,LBR,1995,YR1995,0.2533,534.809715165406,2169162
Liberia,LBR,1996,YR1996,0.2753,582.677982536092,2232289
Liberia,LBR,1997,YR1997,0.2724,1111.93760251371,2412989
Liberia,LBR,1998,YR1998,0.2893,1308.40568305294,2670124
Liberia,LBR,1999,YR1999,0.3001,1507.31470254594,2821684
Liberia,LBR,2000,YR2000,0.4024,1868.17975587618,2928117
Liberia,LBR,2001,YR2001,0.4575,1867.11910921753,3015338
Liberia,LBR,2002,YR2002,0.4631,1887.64601570733,3094782
Liberia,LBR,2003,YR2003,0.5002,1308.15090140274,3119532
Liberia,LBR,2004,YR2004,0.5449,1326.53565502695,3156892
Liberia,LBR,2005,YR2005,0.6819,1335.61728880785,3301015
Liberia,LBR,2006,YR2006,0.7235,1364.60347323709,3490787
Liberia,LBR,2007,YR2007,0.6681,1422.10019670004,3669050
Liberia,LBR,2008,YR2008,0.563,1463.12408187297,3821003
Liberia,LBR,2009,YR2009,0.524,1492.99817384053,3943028
Liberia,LBR,2010,YR2010,0.798,1538.85083488512,4058890
Liberia,LBR,2011,YR2011,0.8934,1601.03374045996,4221178
Liberia,LBR,2012,YR2012,0.9903,1668.97289588776,4373043
Liberia,LBR,2013,YR2013,0.9185,1774.5205777394,4470239
Liberia,LBR,2014,YR2014,1.1853,1750.1438489328,4564293
Liberia,LBR,2015,YR2015,1.2234,1714.09047960464,4659431
Liberia,LBR,2016,YR2016,1.3729,1653.31050211233,4755608
Liberia,LBR,2017,YR2017,1.2074,1661.30290782171,4848925
Liberia,LBR,2018,YR2018,1.3757,1647.97443793846,4944726
Liberia,LBR,2019,YR2019,1.4525,1575.76665001238,5043721
Liberia,LBR,2020,YR2020,1.5466,1497.37692436272,5149463
Liberia,LBR,2021,YR2021,1.6173,1539.20892304674,5259323
Liberia,LBR,2022,YR2022,1.68,1578.99837069175,5373294
Liberia,LBR,2023,YR2023,1.6369,1616.92373356695,5493031
Libya,LBY,1992,YR1992,34.2631,19532.9958477092,4640352
Libya,LBY,1993,YR1993,36.4898,18429.7887356058,4733045
Libya,LBY,1994,YR1994,42.4761,18439.6583703432,4822037
Libya,LBY,1995,YR1995,48.1408,17718.6027769266,4906843
Libya,LBY,1996,YR1996,50.6192,17804.46417153,4987393
Libya,LBY,1997,YR1997,46.8733,18446.8429620553,5064639
Libya,LBY,1998,YR1998,46.4153,17528.3110622471,5140704
Libya,LBY,1999,YR1999,47.7531,17397.9876528674,5218038
Libya,LBY,2000,YR2000,49.2839,17742.3474896438,5305021
Libya,LBY,2001,YR2001,48.748,17111.4835611225,5403639
Libya,LBY,2002,YR2002,49.8955,16625.0592103276,5508410
Libya,LBY,2003,YR2003,53.7871,18417.8843446972,5619398
Libya,LBY,2004,YR2004,53.2268,18846.2418698799,5736693
Libya,LBY,2005,YR2005,57.7224,20644.0270766892,5858798
Libya,LBY,2006,YR2006,57.4743,21539.6274538208,5980211
Libya,LBY,2007,YR2007,53.7437,22416.1098051613,6104380
Libya,LBY,2008,YR2008,57.1411,21909.429070862,6235430
Libya,LBY,2009,YR2009,60.2641,20513.5632098849,6366686
Libya,LBY,2010,YR2010,63.6676,21109.9679253729,6497839
Libya,LBY,2011,YR2011,44.2352,10739.0931713183,6343203
Libya,LBY,2012,YR2012,62.8542,20595.580038429,6179328
Libya,LBY,2013,YR2013,62.6076,16553.1426523565,6304628
Libya,LBY,2014,YR2014,61.7988,12495.792970176,6427252
Libya,LBY,2015,YR2015,54.6907,12192.1386217463,6531819
Libya,LBY,2016,YR2016,51.3267,11828.7113766913,6632126
Libya,LBY,2017,YR2017,55.5158,15424.055430096,6738770
Libya,LBY,2018,YR2018,57.3993,16380.8515494718,6849055
Libya,LBY,2019,YR2019,57.8185,14333.4224412442,6951033
Libya,LBY,2020,YR2020,45.8167,9976.03740275891,7045399
Libya,LBY,2021,YR2021,56.004,12641.5097714075,7135175
Libya,LBY,2022,YR2022,57.0466,11456.0768149668,7223805
Libya,LBY,2023,YR2023,61.2586,12478.1434623596,7305659
Liechtenstein,LIE,1992,YR1992,..,..,29627
Liechtenstein,LIE,1993,YR1993,..,..,30089
Liechtenstein,LIE,1994,YR1994,..,..,30470
Liechtenstein,LIE,1995,YR1995,..,..,30776
Liechtenstein,LIE,1996,YR1996,..,..,31033
Liechtenstein,LIE,1997,YR1997,..,..,31232
Liechtenstein,LIE,1998,YR1998,..,..,31668
Liechtenstein,LIE,1999,YR1999,..,..,32221
Liechtenstein,LIE,2000,YR2000,..,..,32645
Liechtenstein,LIE,2001,YR2001,..,..,33194
Liechtenstein,LIE,2002,YR2002,..,..,33694
Liechtenstein,LIE,2003,YR2003,..,..,34079
Liechtenstein,LIE,2004,YR2004,..,..,34447
Liechtenstein,LIE,2005,YR2005,..,..,34753
Liechtenstein,LIE,2006,YR2006,..,..,35037
Liechtenstein,LIE,2007,YR2007,..,..,35262
Liechtenstein,LIE,2008,YR2008,..,..,35473
Liechtenstein,LIE,2009,YR2009,..,..,35742
Liechtenstein,LIE,2010,YR2010,..,..,36022
Liechtenstein,LIE,2011,YR2011,..,..,36312
Liechtenstein,LIE,2012,YR2012,..,..,36657
Liechtenstein,LIE,2013,YR2013,..,..,36984
Liechtenstein,LIE,2014,YR2014,..,..,37248
Liechtenstein,LIE,2015,YR2015,..,..,37494
Liechtenstein,LIE,2016,YR2016,..,..,37716
Liechtenstein,LIE,2017,YR2017,..,..,37962
Liechtenstein,LIE,2018,YR2018,..,..,38246
Liechtenstein,LIE,2019,YR2019,..,..,38563
Liechtenstein,LIE,2020,YR2020,..,..,38901
Liechtenstein,LIE,2021,YR2021,..,..,39182
Liechtenstein,LIE,2022,YR2022,..,..,39493
Liechtenstein,LIE,2023,YR2023,..,..,39850
Lithuania,LTU,1992,YR1992,20.8875,15266.6124706843,3700114
Lithuania,LTU,1993,YR1993,16.2173,12850.0993725832,3682613
Lithuania,LTU,1994,YR1994,15.7337,11675.9026777127,3657144
Lithuania,LTU,1995,YR1995,15.1162,12153.2370020269,3629102
Lithuania,LTU,1996,YR1996,15.5964,12861.5947131974,3601613
Lithuania,LTU,1997,YR1997,15.0657,14032.341937954,3575137
Lithuania,LTU,1998,YR1998,15.9239,15189.2053735835,3549331
Lithuania,LTU,1999,YR1999,13.3309,15129.5419893369,3524238
Lithuania,LTU,2000,YR2000,11.6559,15757.2084425286,3499536
Lithuania,LTU,2001,YR2001,12.3905,16917.7566381525,3470818
Lithuania,LTU,2002,YR2002,12.4698,18200.121916855,3443067
Lithuania,LTU,2003,YR2003,12.4915,20284.68073629,3415213
Lithuania,LTU,2004,YR2004,13.0647,21847.5720503021,3377075
Lithuania,LTU,2005,YR2005,13.9568,23923.1145845882,3322528
Lithuania,LTU,2006,YR2006,14.1928,26105.781940835,3269909
Lithuania,LTU,2007,YR2007,15.5654,29344.2952297062,3231294
Lithuania,LTU,2008,YR2008,15.8283,30418.3324387197,3198231
Lithuania,LTU,2009,YR2009,13.2074,26193.9086815519,3162916
Lithuania,LTU,2010,YR2010,14.039,26863.2509298371,3097282
Lithuania,LTU,2011,YR2011,14.318,29214.3870396178,3028115
Lithuania,LTU,2012,YR2012,14.4883,30906.5782997754,2987773
Lithuania,LTU,2013,YR2013,13.3614,32484.4279936289,2957689
Lithuania,LTU,2014,YR2014,13.2087,34001.0132110071,2932367
Lithuania,LTU,2015,YR2015,13.6576,35294.6758986631,2904910
Lithuania,LTU,2016,YR2016,13.5165,36701.1302383197,2868231
Lithuania,LTU,2017,YR2017,13.9609,38934.5168324669,2828403
Lithuania,LTU,2018,YR2018,14.0159,41241.1075599026,2801543
Lithuania,LTU,2019,YR2019,14.2939,43284.5236558711,2794137
Lithuania,LTU,2020,YR2020,14.2512,43291.4662262508,2794885
Lithuania,LTU,2021,YR2021,14.329,45955.5689507242,2800839
Lithuania,LTU,2022,YR2022,13.1501,46609.1558723102,2831639
Lithuania,LTU,2023,YR2023,13.1146,46118.092510024,2871585
Luxembourg,LUX,1992,YR1992,12.1727,87187.5343572006,392175
Luxembourg,LUX,1993,YR1993,12.3952,89638.5689013794,397475
Luxembourg,LUX,1994,YR1994,11.4721,91804.8005856472,402925
Luxembourg,LUX,1995,YR1995,9.0783,91820.6827443984,408625
Luxembourg,LUX,1996,YR1996,9.1478,91845.7051090009,414225
Luxembourg,LUX,1997,YR1997,8.5484,95617.4782265495,419450
Luxembourg,LUX,1998,YR1998,7.8062,100738.594873262,424700
Luxembourg,LUX,1999,YR1999,8.1661,107512.22455078,430475
Luxembourg,LUX,2000,YR2000,8.8007,113436.58827337,436300
Luxembourg,LUX,2001,YR2001,9.3341,115540.354518903,441525
Luxembourg,LUX,2002,YR2002,10.0321,118024.021416885,446175
Luxembourg,LUX,2003,YR2003,10.4541,119652.627050271,451630
Luxembourg,LUX,2004,YR2004,11.8802,122956.102288408,458095
Luxembourg,LUX,2005,YR2005,12.1141,124095.617345166,465158
Luxembourg,LUX,2006,YR2006,11.942,129480.260595345,472637
Luxembourg,LUX,2007,YR2007,11.3415,137821.419596007,479993
Luxembourg,LUX,2008,YR2008,11.2125,134973.375929008,488650
Luxembourg,LUX,2009,YR2009,10.6097,128205.455862915,497783
Luxembourg,LUX,2010,YR2010,11.2133,130620.266277827,506953
Luxembourg,LUX,2011,YR2011,11.0899,129083.12977057,518347
Luxembourg,LUX,2012,YR2012,10.8676,128099.279570933,530946
Luxembourg,LUX,2013,YR2013,10.3234,129142.843309177,543360
Luxembourg,LUX,2014,YR2014,9.8198,129443.183641454,556319
Luxembourg,LUX,2015,YR2015,9.3093,129293.707435221,569604
Luxembourg,LUX,2016,YR2016,9.0413,132836.085831418,582014
Luxembourg,LUX,2017,YR2017,9.1882,131353.485058714,596336
Luxembourg,LUX,2018,YR2018,9.4688,130415.193065291,607950
Luxembourg,LUX,2019,YR2019,9.6186,131609.09961567,620001
Luxembourg,LUX,2020,YR2020,7.9459,128256.560340756,630419
Luxembourg,LUX,2021,YR2021,8.3252,135379.291201024,640064
Luxembourg,LUX,2022,YR2022,7.263,134507.667530539,653103
Luxembourg,LUX,2023,YR2023,7.0075,130373.477941928,666430
"Macao SAR, China",MAC,1992,YR1992,1.0985,58591.6261556658,370900
"Macao SAR, China",MAC,1993,YR1993,1.2232,59528.1224805848,384000
"Macao SAR, China",MAC,1994,YR1994,1.3381,60057.8084177135,396800
"Macao SAR, China",MAC,1995,YR1995,1.2144,60142.5867681086,409300
"Macao SAR, China",MAC,1996,YR1996,1.4097,59053.7515245186,415100
"Macao SAR, China",MAC,1997,YR1997,1.4975,58578.4400045122,417300
"Macao SAR, China",MAC,1998,YR1998,1.6505,55238.7099667596,422300
"Macao SAR, China",MAC,1999,YR1999,1.7436,53292.5810414273,427400
"Macao SAR, China",MAC,2000,YR2000,1.4781,55936.0998320005,430600
"Macao SAR, China",MAC,2001,YR2001,1.5808,57114.2724802625,433900
"Macao SAR, China",MAC,2002,YR2002,1.7339,61564.752617492,438400
"Macao SAR, China",MAC,2003,YR2003,1.7557,67925.7866091927,443600
"Macao SAR, China",MAC,2004,YR2004,2.0342,83914.8134618617,454700
"Macao SAR, China",MAC,2005,YR2005,2.0469,87090.6023661868,473500
"Macao SAR, China",MAC,2006,YR2006,2.0338,93724.9504784505,498900
"Macao SAR, China",MAC,2007,YR2007,1.9273,102761.418367158,520900
"Macao SAR, China",MAC,2008,YR2008,1.5974,102356.051936091,540700
"Macao SAR, China",MAC,2009,YR2009,1.6936,104764.487677579,535000
"Macao SAR, China",MAC,2010,YR2010,1.7201,130596.05975918,537000
"Macao SAR, China",MAC,2011,YR2011,1.6888,155185.383338471,549600
"Macao SAR, China",MAC,2012,YR2012,1.7429,164065.103440989,567900
"Macao SAR, China",MAC,2013,YR2013,1.8151,174339.077324965,591900
"Macao SAR, China",MAC,2014,YR2014,2.089,162582.374111152,621700
"Macao SAR, China",MAC,2015,YR2015,2.7588,123396.00902012,642900
"Macao SAR, China",MAC,2016,YR2016,2.6257,120754.850671388,652500
"Macao SAR, China",MAC,2017,YR2017,3.1925,133500.278526898,648400
"Macao SAR, China",MAC,2018,YR2018,2.5055,139787.776691387,658900
"Macao SAR, China",MAC,2019,YR2019,2.706,133549.18803809,672000
"Macao SAR, China",MAC,2020,YR2020,2.8705,59791.4252638135,685400
"Macao SAR, China",MAC,2021,YR2021,2.8037,74177.7825248277,682500
"Macao SAR, China",MAC,2022,YR2022,2.9203,60089.8389791999,677300
"Macao SAR, China",MAC,2023,YR2023,3.0124,104961.643485494,678800
Madagascar,MDG,1992,YR1992,0.983,1763.43193069428,12800870
Madagascar,MDG,1993,YR1993,1.019,1746.37309844173,13197345
Madagascar,MDG,1994,YR1994,1.2553,1692.23143975198,13613850
Madagascar,MDG,1995,YR1995,1.4146,1667.07259489398,14051275
Madagascar,MDG,1996,YR1996,1.3589,1649.06509438746,14510711
Madagascar,MDG,1997,YR1997,1.4909,1655.20877020837,14990814
Madagascar,MDG,1998,YR1998,1.6644,1664.68214318253,15489364
Madagascar,MDG,1999,YR1999,1.7075,1687.23146208876,16000506
Madagascar,MDG,2000,YR2000,1.6941,1707.38547506582,16516338
Madagascar,MDG,2001,YR2001,1.7103,1754.61013944927,17032939
Madagascar,MDG,2002,YR2002,1.166,1491.62565360287,17549913
Madagascar,MDG,2003,YR2003,1.5494,1590.2839724571,18071854
Madagascar,MDG,2004,YR2004,1.6759,1625.7777884177,18606608
Madagascar,MDG,2005,YR2005,1.788,1653.93255402623,19159707
Madagascar,MDG,2006,YR2006,1.7143,1692.75470716424,19730909
Madagascar,MDG,2007,YR2007,1.8033,1737.66517395968,20318583
Madagascar,MDG,2008,YR2008,1.8699,1800.66929028128,20923840
Madagascar,MDG,2009,YR2009,1.7758,1678.99899274419,21547280
Madagascar,MDG,2010,YR2010,1.9681,1640.9561911336,22183340
Madagascar,MDG,2011,YR2011,2.2941,1620.19018148157,22822300
Madagascar,MDG,2012,YR2012,2.8503,1623.44094631746,23462438
Madagascar,MDG,2013,YR2013,3.049,1616.22731955534,24109290
Madagascar,MDG,2014,YR2014,3.1332,1626.01697198961,24764348
Madagascar,MDG,2015,YR2015,3.4179,1633.26492163503,25426702
Madagascar,MDG,2016,YR2016,3.2507,1654.6710785916,26099952
Madagascar,MDG,2017,YR2017,3.5521,1675.55914894277,26788375
Madagascar,MDG,2018,YR2018,3.3765,1684.6493759955,27494926
Madagascar,MDG,2019,YR2019,4.0003,1713.796122026,28219554
Madagascar,MDG,2020,YR2020,3.1083,1551.12557962095,28953556
Madagascar,MDG,2021,YR2021,4.0821,1599.4127689767,29691083
Madagascar,MDG,2022,YR2022,3.9899,1622.61082445382,30437261
Madagascar,MDG,2023,YR2023,4.0991,1643.30934795137,31195932
Malawi,MWI,1992,YR1992,1.9293,994.036504803008,10135079
Malawi,MWI,1993,YR1993,1.9567,1074.58485212432,10284024
Malawi,MWI,1994,YR1994,2.0385,975.849640132476,10164894
Malawi,MWI,1995,YR1995,2.0857,1140.75609366056,10150117
Malawi,MWI,1996,YR1996,2.2292,1200.3205823229,10352228
Malawi,MWI,1997,YR1997,2.5151,1221.09404554234,10562035
Malawi,MWI,1998,YR1998,2.6672,1241.52433183517,10792876
Malawi,MWI,1999,YR1999,2.737,1249.7752330015,11047804
Malawi,MWI,2000,YR2000,3.1037,1239.39174837392,11315942
Malawi,MWI,2001,YR2001,3.1625,1149.58039603023,11593058
Malawi,MWI,2002,YR2002,3.1269,1140.84274642083,11880440
Malawi,MWI,2003,YR2003,3.1518,1176.12386000565,12181574
Malawi,MWI,2004,YR2004,3.1465,1208.21969751409,12500737
Malawi,MWI,2005,YR2005,3.5687,1214.74264190512,12840031
Malawi,MWI,2006,YR2006,3.7932,1237.27386520012,13198701
Malawi,MWI,2007,YR2007,4.0775,1318.331963966,13576343
Malawi,MWI,2008,YR2008,4.2867,1378.42886689683,13976417
Malawi,MWI,2009,YR2009,4.1591,1449.72601520965,14395788
Malawi,MWI,2010,YR2010,4.4887,1504.37514111794,14826463
Malawi,MWI,2011,YR2011,5.7466,1533.22889571428,15265022
Malawi,MWI,2012,YR2012,5.6935,1518.14803848259,15709577
Malawi,MWI,2013,YR2013,5.0326,1555.50607411465,16161816
Malawi,MWI,2014,YR2014,4.9716,1597.5648433048,16621538
Malawi,MWI,2015,YR2015,4.8997,1597.69145325828,17085587
Malawi,MWI,2016,YR2016,4.8945,1593.59549265589,17557739
Malawi,MWI,2017,YR2017,5.3833,1613.0593571462,18039715
Malawi,MWI,2018,YR2018,5.5228,1638.91665761076,18528081
Malawi,MWI,2019,YR2019,5.5851,1687.28944917892,19025752
Malawi,MWI,2020,YR2020,5.2493,1656.43985192533,19533888
Malawi,MWI,2021,YR2021,6.2271,1687.59358179651,20047258
Malawi,MWI,2022,YR2022,5.9478,1659.95933825168,20568728
Malawi,MWI,2023,YR2023,6.4477,1648.43651796379,21104482
Malaysia,MYS,1992,YR1992,79.2844,13567.8936121181,18834572
Malaysia,MYS,1993,YR1993,79.4983,14533.790397007,19322664
Malaysia,MYS,1994,YR1994,87.5645,15474.0144648307,19820446
Malaysia,MYS,1995,YR1995,90.9385,16568.5160590209,20330599
Malaysia,MYS,1996,YR1996,103.4302,17771.7118795056,20850087
Malaysia,MYS,1997,YR1997,113.2578,18604.514527465,21375218
Malaysia,MYS,1998,YR1998,110.6673,16817.1719190401,21906713
Malaysia,MYS,1999,YR1999,119.6946,17428.6256563043,22435531
Malaysia,MYS,2000,YR2000,130.7796,18532.9096706227,22967816
Malaysia,MYS,2001,YR2001,138.4076,18186.4411330146,23526538
Malaysia,MYS,2002,YR2002,146.5554,18708.8694877279,24102477
Malaysia,MYS,2003,YR2003,156.576,19329.0062757538,24679602
Malaysia,MYS,2004,YR2004,169.6248,20168.5062099425,25256772
Malaysia,MYS,2005,YR2005,181.1517,20767.5857243346,25836071
Malaysia,MYS,2006,YR2006,187.7708,21444.4857715028,26417909
Malaysia,MYS,2007,YR2007,204.9404,22305.118263117,26998389
Malaysia,MYS,2008,YR2008,216.1782,22898.0027575442,27570059
Malaysia,MYS,2009,YR2009,197.9811,22106.6417311801,28124778
Malaysia,MYS,2010,YR2010,215.5746,23307.9698543785,28655776
Malaysia,MYS,2011,YR2011,218.3287,24115.8181203958,29162039
Malaysia,MYS,2012,YR2012,219.8784,25006.3587781537,29662831
Malaysia,MYS,2013,YR2013,237.2457,25736.3525554142,30174265
Malaysia,MYS,2014,YR2014,251.4646,26818.4317281659,30696137
Malaysia,MYS,2015,YR2015,252.9286,27699.6278860387,31232798
Malaysia,MYS,2016,YR2016,247.5683,28425.3707609412,31789685
Malaysia,MYS,2017,YR2017,237.8645,29551.5457597197,32355644
Malaysia,MYS,2018,YR2018,254.3612,30459.9655338061,32910967
Malaysia,MYS,2019,YR2019,255.2071,31300.5086554849,33440596
Malaysia,MYS,2020,YR2020,253.3934,29200.452632127,33889558
Malaysia,MYS,2021,YR2021,258.9144,29822.8491831618,34282399
Malaysia,MYS,2022,YR2022,274.3424,32079.1515157489,34695493
Malaysia,MYS,2023,YR2023,283.3235,32812.2997525336,35126298
Maldives,MDV,1992,YR1992,0.1084,9081.54051168908,238543
Maldives,MDV,1993,YR1993,0.1281,9337.95720050437,244884
Maldives,MDV,1994,YR1994,0.2754,9823.40096595616,250822
Maldives,MDV,1995,YR1995,0.3387,10847.052119452,256649
Maldives,MDV,1996,YR1996,0.3449,11445.3787757394,262347
Maldives,MDV,1997,YR1997,0.3071,12158.1522263925,267707
Maldives,MDV,1998,YR1998,0.3477,12828.9916458843,272723
Maldives,MDV,1999,YR1999,0.3476,13391.030422919,277412
Maldives,MDV,2000,YR2000,0.6358,13678.8583084467,282019
Maldives,MDV,2001,YR2001,0.5622,12921.8649373635,286767
Maldives,MDV,2002,YR2002,0.681,13630.5936054449,291616
Maldives,MDV,2003,YR2003,0.5774,15249.8719915611,296491
Maldives,MDV,2004,YR2004,0.7388,15873.3495486242,301413
Maldives,MDV,2005,YR2005,0.6847,13861.1846060231,306429
Maldives,MDV,2006,YR2006,0.8364,16728.0584966439,313851
Maldives,MDV,2007,YR2007,0.8778,17332.7279638206,324479
Maldives,MDV,2008,YR2008,0.9558,18232.2654541669,336170
Maldives,MDV,2009,YR2009,0.9841,16162.9169308656,348275
Maldives,MDV,2010,YR2010,1.0536,16668.6571186743,360792
Maldives,MDV,2011,YR2011,1.1442,17473.7157175589,373674
Maldives,MDV,2012,YR2012,1.4421,17278.9619586798,386818
Maldives,MDV,2013,YR2013,1.6212,17869.9325763979,400070
Maldives,MDV,2014,YR2014,2.1929,18633.0389279345,413617
Maldives,MDV,2015,YR2015,1.5883,18715.3208296488,428154
Maldives,MDV,2016,YR2016,1.7337,19263.5263628026,443308
Maldives,MDV,2017,YR2017,1.8352,19948.4385847652,458287
Maldives,MDV,2018,YR2018,2.1298,20998.879189238,473099
Maldives,MDV,2019,YR2019,2.4708,21855.501224579,487731
Maldives,MDV,2020,YR2020,2.5121,14242.9750701162,502118
Maldives,MDV,2021,YR2021,2.6342,19052.6224904311,516154
Maldives,MDV,2022,YR2022,2.7808,21357.8112511153,524106
Maldives,MDV,2023,YR2023,2.8763,22286.9801703571,525994
Mali,MLI,1992,YR1992,0.3623,1531.37087758479,9553540
Mali,MLI,1993,YR1993,0.3534,1547.35342717555,9754786
Mali,MLI,1994,YR1994,0.3529,1571.64642435532,9967031
Mali,MLI,1995,YR1995,0.3624,1552.12145612989,10185365
Mali,MLI,1996,YR1996,0.3955,1626.20497653258,10407278
Mali,MLI,1997,YR1997,0.3956,1666.43097947119,10646495
Mali,MLI,1998,YR1998,0.4093,1747.77784751997,10919573
Mali,MLI,1999,YR1999,0.4212,1796.76374252753,11227415
Mali,MLI,2000,YR2000,0.8024,1744.11576732026,11559290
Mali,MLI,2001,YR2001,0.8282,1952.68595320211,11912158
Mali,MLI,2002,YR2002,0.8682,1951.75416394823,12288050
Mali,MLI,2003,YR2003,0.8898,2063.09723958925,12684955
Mali,MLI,2004,YR2004,0.9137,2028.52406044804,13102409
Mali,MLI,2005,YR2005,0.9458,2091.44986755017,13538647
Mali,MLI,2006,YR2006,1.1456,2118.31479350269,13990139
Mali,MLI,2007,YR2007,1.3495,2121.41009667142,14457775
Mali,MLI,2008,YR2008,1.5685,2150.81345652304,14940782
Mali,MLI,2009,YR2009,2.0129,2181.93473551609,15435539
Mali,MLI,2010,YR2010,1.9964,2224.43377414978,15945198
Mali,MLI,2011,YR2011,2.1855,2222.87908519069,16469049
Mali,MLI,2012,YR2012,2.3028,2140.84544541171,16957033
Mali,MLI,2013,YR2013,2.7733,2126.93988012217,17459615
Mali,MLI,2014,YR2014,2.9183,2206.76463126542,18020267
Mali,MLI,2015,YR2015,3.5043,2270.78717860079,18593022
Mali,MLI,2016,YR2016,4.5402,2328.74838545368,19191289
Mali,MLI,2017,YR2017,5.0669,2375.34723535826,19813011
Mali,MLI,2018,YR2018,5.4273,2411.53194778103,20442030
Mali,MLI,2019,YR2019,6.2453,2451.1221609713,21068405
Mali,MLI,2020,YR2020,6.4787,2348.8817236461,21713836
Mali,MLI,2021,YR2021,6.5986,2347.62752913969,22388630
Mali,MLI,2022,YR2022,6.8451,2357.19035404786,23072640
Mali,MLI,2023,YR2023,6.6607,2394.67216396924,23769127
Malta,MLT,1992,YR1992,2.1757,19469.5436439371,367618
Malta,MLT,1993,YR1993,2.8129,20139.7702713545,371308
Malta,MLT,1994,YR1994,2.5151,21079.8130711824,374797
Malta,MLT,1995,YR1995,2.3857,22261.0651072333,377419
